name;stereotype;number;description;inferred_stereotype
Submitting User;role;125;A user who submits something.  Use a Participation relator to indicate the submission action.;None
Subnetwork;kind;103;A portion of a network with a specific function or purpose.;subkind
Subnetwork Composed Path Layer;role;103;;None
Subnetwork Input;kind;103;;None
Subnetwork Output;kind;103;;None
SubordinateGoal;subkind;51;A goal that is pursued in order to achieve a higher-level goal.;subkind
Subsection;subkind;82;A part or division of a section.;subkind
Subseção;subkind;81;;None
Substantial;category;4;Something that is of considerable importance, size, or worth.;quality
Subtrecho de Concessão;collective;81;;None
Subtstage;collective;60;This seems like it might be a misspelling. Without further context, it's difficult to infer a meaning and stereotype. Please clarify.;None
Subtítulo;role;100;A subdivision of a title or category.;subkind
Subárea;kind;81;;None
Successful Situation;situation;27;A situation within a game that indicates a player's progress or achievement of a desired outcome.;situation
Sucessful Walk;phase;97;A walk that is completed successfully.;subkind
Suez-class Ship;subkind;124;;None
Sugestão;relator;81;;None
Suite;subkind;44;An ordered set of instrumental or orchestral pieces, often based on dance rhythms.;subkind
Suite Short Moviment;role;44;A short movement that is part of a suite.;subkind
Sunny;mode;118;Characterized by sunshine.;quality
Superclass;role;108;A class that is inherited from by a subclass.;role
Superestrutura de Ponte;kind;81;;None
Superintendent;role;129;A high-ranking police officer typically responsible for overseeing major investigations or commanding a division within a police force.;role
Superior Rule;role;23;A legal rule that takes precedence over another rule in a hierarchy of norms.;subkind
Supervisor;role;110;A person who oversees the work of another, typically an intern or employee.;role
Supplier;roleMixin;35;An entity that provides goods or services to a market.;role
Supplier Capability;role;35;The ability of a supplier to provide goods or services to a market effectively and efficiently.;roleMixin
Supply Flow;subkind;63;;None
Support;subkind;63;The act of providing assistance or encouragement to someone or something.;relator
Supporting Access Transport Entity;role;103;A transport entity that supports access functions.;subkind
Supporting CFTE;role;103;;None
Supporting LC;role;103;;None
Supporting MC;role;103;;None
Supporting NC;role;103;;None
Supposition;relator;123;In logic, the reference or denotation of a term within a proposition.;category
SuppositionInConventionalLanguage;subkind;123;The generally accepted reference of a term based on established linguistic conventions.;subkind
Suppositum;role;123;The object of a supposition.;kind
Supremacy of Power;kind;70;The state of having ultimate authority and power, typically within a defined jurisdiction.;quality
SupremeGenus-HighestKind;kind;51;The most general category in a system of classification. In Aristotelian metaphysics, this is often considered to be 'Being'.;category
Surface Wind;subkind;14;Wind speed and direction measured at the Earth's surface.;quantity
SurgeryRoom;kind;46;A room in a hospital where surgery is performed.;subkind
SurgicalProcedure;subkind;90;;None
Survival_A;kind;7;;None
Survival_D;kind;7;Games with a focus on survival against threats, often involving resource management, danger avoidance, and strategic decision-making.;kind
Suspect;role;129;A person believed to be potentially involved in a crime.;role
Suspended Account;phase;127;An account that has been temporarily made inactive.;phase
Suspended Tender;role;71;A tender that has been temporarily halted.;phase
SuspendedStudent;phase;42;A student whose enrollment is temporarily halted.;phase
Suspensão;mode;81;;None
Suspensível;subkind;43;Especifica que a nacionalidade pode ser suspensa em situações específicas previstas em lei, como no caso de aquisição de outra nacionalidade.;mode
SustainableSite;subkind;106;A site that is designed and managed to minimize its impact on the environment.;roleMixin
Switch OTN;subkind;103;;None
Switch-core;kind;128;A network switch that is responsible for handling the core traffic of a network.;role
Syllogism;relator;51;A kind of logical argument that applies deductive reasoning to arrive at a conclusion based on two propositions that are asserted or assumed to be true.;kind
Symphonic Poem;subkind;44;A piece of orchestral music, usually in one continuous movement, which illustrates or evokes a poem, story, painting, or other non-musical source.;subkind
Symphony;subkind;44;An extended musical composition in several movements for orchestra.;subkind
Symptom;subkind;90;A physical or mental feature that is regarded as indicating a condition of disease, particularly such a feature that is apparent to the patient.;kind
SymptomEnum;enumeration;90;An enumeration of different symptoms. This likely represents a data structure rather than a concept, so it lacks a stereotype.;None
SyncategorematicConcept;subkind;123;A concept that derives its meaning only when used in conjunction with other concepts, like 'and,' 'or,' 'not.';subkind
SyncategorematicTerm;subkind;123;A word or phrase that functions to connect or modify other words or phrases, but does not have a distinct referent on its own.;subkind
Synchronous;subkind;95;Occurring or existing at the same time.;mode
Syntactic Object;category;113;An object defined by its structure and arrangement of symbols or elements according to a set of rules.;kind
SyntacticallyComplex;mode;123;Characterized by a complex or elaborate grammatical structure.;quality
SyntacticallySimple;mode;123;Refers to entities or expressions that have a simple or straightforward grammatical structure.;quality
System;kind;95;A set of interconnected components that work together as a unified whole.;kind
Símbolo;subkind;81;;None
Sócio;roleMixin;81;;None
Sócio LTDA;roleMixin;81;;None
T Sk - Adaptation Sink Connected;role;103;;None
T Sk Input - Sk A-FEP Bound;role;103;;None
T Sk Input - Sk LPF-FEP Bound;role;103;A termination (T) input on the Sk connection bound to a Sk-LPF-FEP connection.;situation
T Sk Input - Sk M-FEP Bound;role;103;A termination (T) input on the Sk connection bound to a Sk-M-FEP connection.;situation
T Sk Input - Sk PM-FEP Bound;role;103;;None
T Sk Input - Sk SN-FEP Bound;role;103;;None
T Sk Output - Sk AP Bound;role;103;;None
T So - Adaptation Source Connected;role;103;A termination (T) on the So connection connected to an adaptation source.;situation
T So Input - So AP Bound;role;103;A termination (T) input on the So connection bound to a So-AP connection.;situation
T So Output - So A-FEP Bound;role;103;;None
T So Output - So LPF-FEP Bound;role;103;;None
T So Output - So M-FEP Bound;role;103;A termination (T) output on the So connection bound to a So-M-FEP connection.;situation
T So Output - So PM-FEP Bound;role;103;;None
T So Output - So SN-FEP Bound;role;103;;None
TAC Não Cumprido;role;81;An unfulfilled Conduct Adjustment Term.;situation
TAC Pré;subkind;81;A preliminary Conduct Adjustment Term.;kind
TAC Pós;subkind;81;;None
TE Connected Reference Point;roleMixin;103;;None
TIFF;datatype;24;Tagged Image File Format, a file format for storing raster graphics images, popular for its flexibility and support for lossless compression.;kind
TPSegment;subkind;105;The TP segment in an electrocardiogram (ECG) representing the period between the end of the T wave and the beginning of the next P wave.;kind
