Atomic Intention;subkind;Atomic Intention represents a fundamental, indivisible unit of intention. This specialization denotes intentions that cannot be broken down further, serving as building blocks for more complex intentions.
Trustworthiness Evidence;subkind;Trustworthiness Evidence represents a specialized type of evidence that contributes to assessing the trustworthiness of an entity. This is a rigid specialization, focusing on information relevant to trustworthiness.
Loss Situation;subkind;Loss Situation represents a specialized type of Situation characterized by the potential for loss or harm. This is a rigid specialization of the broader Situation kind.
Disposition Belief;subkind;Disposition Belief represents a specialized type of Belief, specifically about the dispositions of an entity. This is a rigid specialization of the Belief kind, focusing on beliefs about inherent tendencies.
Complex Intention;subkind;Complex Intention represents an intention composed of multiple atomic intentions or sub-goals. This specialization indicates a higher-order intention, built from simpler intentional elements.
Aspectual Belief;subkind;Aspectual Belief represents a specialized type of Belief that pertains to specific aspects or attributes of an entity. This is a rigid specialization, focusing on beliefs about particular facets of something.
Vulnerability Belief;subkind;Vulnerability Belief represents a specialized type of Belief, specifically focusing on beliefs about vulnerabilities or weaknesses. This is a rigid specialization of the Belief kind.
Trust;mode;Trust represents a complex mental state or attitude of reliance and confidence in an entity. It is not directly measurable but reflects a disposition to depend on the trustee.
Social Trust;subkind;Social Trust represents a specialized type of Trust, specifically focusing on trust within a social context or among members of a group. It's a rigid specialization of the Trust type.
Mental Moment Influence;subkind;Mental Moment Influence represents a specialized type of Influence that specifically affects or shapes mental moments such as beliefs, desires, or intentions. This is a rigid specialization of Influence.
